files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=3.68 s (15.0 files/s, 492.7 lines/s)"
10,Javascript,154,155,776
5,CSS,60,24,225
16,JSON,0,0,209
18,HTML,8,0,130
5,make,20,15,30
1,YAML,0,0,6
