files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=0.37 s (107.5 files/s, 9389.1 lines/s)"
22,CoffeeScript,441,221,1908
1,CSS,73,11,351
3,LESS,11,10,249
11,JSON,0,0,139
1,Javascript,6,3,45
2,HTML,1,0,25
