files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=4.51 s (38.1 files/s, 3701.1 lines/s)"
91,LESS,1713,1987,7585
63,PHP,770,826,3301
5,Javascript,59,14,242
5,JSON,10,0,140
1,XML,1,0,23
6,CSS,0,20,6
1,Bourne Again Shell,1,0,2
