files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=5.84 s (37.7 files/s, 4256.9 lines/s)"
138,HTML,1241,289,9731
36,Python,1743,1060,7764
37,XML,25,16,2035
6,CSS,96,66,610
1,make,21,4,105
1,YAML,0,0,28
1,Windows Resource File,5,0,27
