files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=3.73 s (34.9 files/s, 3746.5 lines/s)"
106,Javascript,1929,421,10931
9,JSON,0,0,577
13,Handlebars,10,0,76
1,YAML,0,0,11
1,CoffeeScript,0,0,1
