files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=6.14 s (36.3 files/s, 6701.3 lines/s)"
129,Go,4012,2736,21310
15,CSS,214,96,4708
10,Javascript,736,216,2890
13,SASS,28,24,1560
13,LESS,28,34,1550
36,HTML,61,67,737
2,YAML,3,7,37
2,XML,0,0,30
1,Bourne Shell,13,5,17
1,make,9,4,14
1,JSON,0,0,6
