files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=5.62 s (38.6 files/s, 2999.2 lines/s)"
116,Ruby,1973,1802,9613
13,SASS,314,12,1528
56,HTML,98,8,722
9,Bourne Again Shell,52,47,215
10,YAML,23,9,212
2,XML,3,0,59
1,CSS,15,11,50
6,ERB,6,0,42
1,JSON,0,0,12
1,CoffeeScript,2,0,9
2,Javascript,1,6,2
