files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=3.43 s (30.3 files/s, 1166.6 lines/s)"
71,CoffeeScript,690,235,2657
2,CSS,17,0,125
7,JSON,0,0,118
4,Javascript,18,0,98
18,HTML,0,0,26
1,make,2,0,11
1,YAML,0,0,5
