files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=3.35 s (105.0 files/s, 37315.1 lines/s)"
61,Javascript,4844,2572,48965
236,Python,9398,11224,40147
1,C,282,692,3570
35,HTML,133,8,1200
8,CSS,242,101,950
2,Visual Basic,24,0,228
4,make,43,15,170
1,Cython,20,36,109
1,DOS Batch,7,1,25
1,YAML,1,0,19
1,XML,0,0,10
1,C/C++ Header,0,0,1
