files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.64  T=4.53 s (58.4 files/s, 4898.6 lines/s)"
262,Javascript,4206,488,17393
1,JSON,0,0,69
2,YAML,11,8,35
